Ecm_cutoff,Lbyas,irrep,level_index,lattice_Ecm,model_Ecm,residual_model_minus_lattice,sigma_or_weight,row_index,bracket_id,source_window,status
# No model Ecm levels: fit suite was blocked by the 0.355 L20/200_A2 count mismatch.
